                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                0.64982,                0.43031,                 1.0967,                0.88934,                 0.8765,                0.91863,                0.69053,                 1.0323,                0.60664,                 1.4958,              3.466e-05,              3.466e-05,              3.466e-05
                     69,                0.63271,                0.42615,                 1.0907,                0.88983,                0.88492,                0.92298,                0.69722,                 1.0214,                0.58906,                 1.4808,              3.367e-05,              3.367e-05,              3.367e-05
                     70,                 0.6384,                0.41915,                 1.0922,                0.90488,                0.86998,                0.92135,                0.69461,                 1.0247,                0.60777,                 1.4856,              3.268e-05,              3.268e-05,              3.268e-05
                     71,                0.62388,                 0.4137,                 1.0822,                0.87676,                0.89335,                0.91771,                0.69317,                 1.0171,                0.59647,                 1.4773,              3.169e-05,              3.169e-05,              3.169e-05
                     72,                0.62495,                0.41232,                 1.0848,                0.90966,                0.87281,                0.92378,                0.69407,                 1.0196,                0.60313,                 1.4751,               3.07e-05,               3.07e-05,               3.07e-05
                     73,                0.62323,                0.40036,                 1.0851,                 0.8932,                0.88758,                0.92109,                0.69149,                 1.0229,                0.60011,                 1.4804,              2.971e-05,              2.971e-05,              2.971e-05
                     74,                0.62713,                0.40571,                 1.0864,                0.90551,                0.87643,                0.92384,                 0.6975,                 1.0138,                0.59599,                 1.4854,              2.872e-05,              2.872e-05,              2.872e-05
                     75,                0.62195,                0.41338,                 1.0813,                0.91021,                0.88285,                 0.9259,                0.69862,                 1.0101,                0.59715,                 1.4787,              2.773e-05,              2.773e-05,              2.773e-05
                     76,                0.61891,                0.41096,                  1.084,                0.89653,                0.87913,                0.92388,                0.70086,                0.99902,                0.58798,                 1.4701,              2.674e-05,              2.674e-05,              2.674e-05
                     77,                0.62157,                0.41495,                 1.0815,                0.90868,                0.86783,                 0.9258,                0.69548,                 1.0204,                0.59937,                 1.4684,              2.575e-05,              2.575e-05,              2.575e-05
                     78,                 0.6148,                0.40511,                 1.0728,                0.90867,                0.85956,                0.92422,                0.69892,                 1.0203,                0.59892,                 1.4654,              2.476e-05,              2.476e-05,              2.476e-05
                     79,                0.61821,                0.40474,                 1.0749,                0.91898,                0.85073,                 0.9217,                0.69553,                 1.0117,                0.60645,                 1.4752,              2.377e-05,              2.377e-05,              2.377e-05
                     80,                0.60697,                0.39563,                 1.0737,                0.90994,                0.86745,                0.92091,                0.69407,                  1.016,                0.61871,                 1.4825,              2.278e-05,              2.278e-05,              2.278e-05
